source,attribution,collection,documentation-url,endpoint,licence,organisation,pipelines,entry-date,start-date,end-date
7db2fbc882e94a302c909d64960fbb7a,,infrastructure-project,,efe50ad6d9e02514ac9bf568efeca6494bbf5fa6b4b71af051ecee909f209974,,government-organisation:EA39,infrastructure-project-decision,2023-09-28,2023-09-28,2024-02-01
690964f176e4eecff0a5f317055ef8b3,,infrastructure-project,,9febce4a07d7ed389830b10d118a275f82474667dd245d2a575f2a5b866be65d,,government-organisation:EA39,infrastructure-project-document-type,2023-09-28,2023-09-28,2024-02-01
f55e774f229f756dc33ccbe701c493f7,,infrastructure-project,,8f67d65ea07356c7c9f5b5f0aa730de42d2485d9d34d8258605d8ed8468d0766,,government-organisation:EA39,infrastructure-project-event,2023-09-28,2023-09-28,2025-02-12
37782984faefcf461563351585ad22a2,,infrastructure-project,,ddda69fe1b53f54cbc38a7953864dee4d7c386edde1465c1a1637a497778db3f,,government-organisation:EA39,infrastructure-project-type,2023-09-28,2023-09-28,2025-02-12
73efc1901d0e0d77d36dfc3b94343cb2,,infrastructure-project,,80f861e565b7ff31065ce74baf3f5d627681b506052588ff27e47a7049b7a295,,government-organisation:EA39,infrastructure-project,2023-09-28,2023-09-28,
19050427c45bfcadd07827c17f81a98f,,infrastructure-project,,20474b8bf3fa9d55be964f775e5f4bd826b3c20dafd8fd3e4f5c87ebd7354ca9,,government-organisation:EA39,infrastructure-project,2023-09-28,2023-09-28,
37d2bb95ec35a5d624c723bafd855e41,,infrastructure-project,https://dluhc-datasets.planning-data.dev/dataset/infrastructure-project-decision,6f42823272b7e427c95ba1f30da8a69c96e9b939c36639fed109a431f7087fd3,,government-organisation:EA39,infrastructure-project-decision,2024-02-01,2024-02-01,2025-02-26
6f9b6681a5054bccbe1abde16f196554,,infrastructure-project,https://dluhc-datasets.planning-data.dev/dataset/infrastructure-project-document-type,059be673b5bbc9c69665e59af57a3c51d423869eccaa2645863aad5f1e828833,,government-organisation:EA39,infrastructure-project-document-type,2024-02-01,2024-02-01,2025-02-26
c9dfaaf2fe5372fa25e749eaf196c1da,,infrastructure-project,https://dluhc-datasets.planning-data.dev/dataset/infrastructure-project-event,ad20aa5be0ea8bbbb3b5507aadb6bd78d3206b74ed2819ed4aae112b6dde52cd,ogl3,government-organisation:EA39,infrastructure-project-event,2025-02-12,,2025-02-26
7008688e4fbdba720a0def0fd35f48fe,,infrastructure-project,https://dluhc-datasets.planning-data.dev/dataset/infrastructure-project-type,95b63304288ccae25276ecc398704b52128abd0b31e22c8625505dda9b158834,ogl3,government-organisation:EA39,infrastructure-project-type,2025-02-12,,2025-02-26
09c420fcc21c94889630608876b02856,,infrastructure-project,https://dataset-editor.development.planning.data.gov.uk/dataset/infrastructure-project-decision,828bb2a68cdf19c519cf8673b527b86daff390087c31332a68ce228bac7efb65,ogl3,government-organisation:EA39,infrastructure-project-decision,2025-02-26,2025-02-26,2025-04-30
86fb2f38702116cf7fc26c131fda91c5,,infrastructure-project,https://dataset-editor.development.planning.data.gov.uk/dataset/infrastructure-project-document-type,d02bfad049044e1daa76b3887d338235c9fc5ca9174b8f2d43425200b7008e21,ogl3,government-organisation:EA39,infrastructure-project-document-type,2025-02-26,2025-02-26,2025-04-30
7a976065c21b7da517c2a5cd46712a9d,,infrastructure-project,https://dataset-editor.development.planning.data.gov.uk/dataset/infrastructure-project-event,1802feda460817f3da455544c764c313b26e810766515a02adb5734f0fd7a941,ogl3,government-organisation:EA39,infrastructure-project-event,2025-02-26,2025-02-26,2025-05-01
b2e50cc5a1ecbb0075eef61d0aa423ca,,infrastructure-project,https://dataset-editor.development.planning.data.gov.uk/dataset/infrastructure-project-type,3407ca2949c5063ac226b78f880c6cca5d141a699815a94966c423e16b8127f4,ogl3,government-organisation:EA39,infrastructure-project-type,2025-02-26,2025-02-26,2025-05-01
d6251de74cf585bcfb6b058c23f7acd2,,infrastructure-project,https://dataset-editor.planning.data.gov.uk/dataset/infrastructure-project-decision,0dee5424adce551a77bb7b5bc34e64a5c90d9535fbd1b92f48b4103ff5019eb1,ogl3,government-organisation:EA39,infrastructure-project-decision,2025-04-30,2025-02-26,
db1c823a23fb7be19ac2189f7fa87b1c,,infrastructure-project,https://dataset-editor.planning.data.gov.uk/dataset/infrastructure-project-document-type,3f9bd8e922b82548c6f7a16c9d5ee8e736bacf8b8bac4c2e2bd113c535516ef8,ogl3,government-organisation:EA39,infrastructure-project-document-type,2025-04-30,2025-02-26,
d3faab1255adc810ac36977d84b36510,,infrastructure-project,https://dataset-editor.planning.data.gov.uk/dataset/document-type,9973e869654370d5759e14e5a200727b1e980cc54ff7e3c49713d8e2c671d679,ogl3,government-organisation:EA39,infrastructure-project-document-type,2025-05-01,2025-02-26,2025-07-08
02ef224c35592766761c7efc6cb7fcae,,infrastructure-project,https://dataset-editor.planning.data.gov.uk/dataset/infrastructure-project-type,6a7b1a88056e19801746fff8cffac9d6705241ee3078fe1fee1adecc1ab6481c,ogl3,government-organisation:EA39,infrastructure-project-type,2025-05-01,2025-02-26,
b8b57c2215bdfce92f06d420f11ebe9c,,infrastructure-project,https://dataset-editor.planning.data.gov.uk/dataset/infrastructure-project-event,e6566c8b97d872300c74a098f4f50e0c66ef5a48deee6af1b4e686c218018cdd,ogl3,government-organisation:EA39,infrastructure-project-event,2025-05-01,2025-02-26,
