source,attribution,collection,documentation-url,endpoint,licence,organisation,pipelines,entry-date,start-date,end-date
19d52157d91f9d87882e0531e5c979cf,historic-england,historic-england,https://historicengland.org.uk/listing/the-list/data-downloads,d7a3030ffdf1c6f70cffdc0230928df129362c4b0c2d8b32e3bef22910e3f3f7,ogl3,government-organisation:PB1164,listed-building-grade,2021-06-02T15:15:36Z,,2021-10-02
4a36d400c6a240f102a5e3cc29c64b80,historic-england,historic-england,https://historicengland.org.uk/listing/the-list/data-downloads,c187fc319f7175f30f123c26cd74e398844b0176b3e5c1690f2d710ef1cb237f,ogl3,government-organisation:PB1164,listed-building,2021-05-28T13:13:07Z,,
3564e9bd166b94040fb5f2a1327eca10,historic-england,historic-england,https://historicengland.org.uk/listing/the-list/data-downloads,fe11d79074c5744a47ce11171e6f7c376ea41a62ef2882d527192213645b9503,ogl3,government-organisation:PB1164,listed-building-grade,2021-11-22T16:16:19Z,,
86855628ec24ec3d1b28591f9c6ffee4,,listed-building,,f9e48302f921da41ac204cd97817651db192c83dcbc032afc9a8f19f6ce57849,ogl3,local-authority:SWK,listed-building-outline,2021-12-07T11:11:51Z,,2024-07-10
092af004f04c412ea6997cb833d7d84f,,listed-building,,25763ee988ddbee9003f2dd58941c01b166e1a61e88b956f1f734c4dc4584021,ogl3,local-authority:SWK,listed-building-outline,2021-12-07T11:11:51Z,,2024-07-10
7f26d7b75f899bb8f10547c8a255635a,,listed-building,,7d33d185db7a5ba469da8f9e1d8d04a09f1a35650271282697d214e33dcd9fa1,ogl3,local-authority:SWK,listed-building-outline,2021-12-07T14:14:18Z,,2024-07-10
0a25f5ecefa03c6aacfd77ae3135e89a,,listed-building,https://lambethopenmappingdata-lambethcouncil.opendata.arcgis.com/datasets/lambethcouncil::listed-buildings/about,2edd619184cc8fdfcebab5be89c7de2ccbe03c72c7b6f71361920e3cda55163d,ogl3,local-authority:LBH,listed-building-outline,2021-11-23T19:19:01Z,,
9ea428513cece0d017b55f5e9a921bc4,,listed-building,,0cbe4f9bc30b4b44da34618881d5986fdf49cfcf5d37ea998d26da79520e12a0,,local-authority:BUC,listed-building-outline,2022-05-04T16:16:06:52Z,,2024-10-01
75dc14608231f6fe2319709ee96b0eec,,listed-building,https://mapping.canterbury.gov.uk/arcgis/rest/services/External/Planning_Constraints_New/MapServer/7,fad9233216dbd89f5e1c5707d7ecc8a5b2e336b6270bd9652c78f877d255f49f,,local-authority:CAT,listed-building-outline,2022-05-05T22:22:18:56Z,,
93e64ffd6d30a24152c8f8579945db00,,listed-building,https://www.canterbury.gov.uk/planning-and-building/listed-buildings-0,6c03bc498c117edddbd56138be9d27e63d36ec7b0334c7754934af58b680b6f3,,local-authority:CAT,locally-listed-building,2022-05-06T13:13:26:22Z,,
88822bc1e6e18e8a72729d517423663d,,listed-building,https://datamillnorth.org/dataset/listedbuildings,a15cf992712968ed507792bb8e41ba7cb47732a15d35bd3c121e1fd0d85fe274,odc-by,local-authority:NET,listed-building-outline,2022-07-01T14:14:45:55Z,,
07a173788bbb3a31a5423af3e6422463,,listed-building,https://www.doncaster.gov.uk/services/planning/listed-buildings-in-doncaster,3ee8504f4511028a881ec4c4bd3ba0d2e45571839a658e90b74c163c1c08a809,ogl3,local-authority:DNC,listed-building-outline,2022-07-04T09:09:18:59Z,,2022-11-01
535eebfbaec798148c2e31a743cc9ab3,,listed-building,https://www.data.gov.uk/dataset/6fa9f0f3-24b3-44ce-816c-9f017973609a/dvl_listed_buildings,29c2a158839842d4315d9280f3181a4273f67f0d349d706cfc3174c394b000ff,ogl3,local-authority:MDW,listed-building-outline,2022-07-25T14:25:50Z,,
d1cb317af1f49bf9262c55780591438b,,listed-building,https://www.gloucester.gov.uk/planning-development/conservation-regeneration/listed-buildings/,2b0ef9c4c1482e0f32139e231a146d52a3cde2e4148db87c13c0b414d981c32a,,local-authority:GLO,listed-building-outline,2022-07-28T13:21:40Z,,2024-08-13
86c09fa488a7233d50c77f1a069e8700,,listed-building,https://www.doncaster.gov.uk/services/planning/listed-buildings-in-doncaster,8c363105b8138f6471cd4a453a84f15870be417ed0624d4b12f7b39ba49306ed,ogl3,local-authority:DNC,listed-building-outline,2022-11-01T16:42:43Z,2022-11-01,
d68056757ef014ddcbec5911c3d6463d,,listed-building,https://www.southwark.gov.uk/digital-planning-data/data-downloads-listed-buildings,542df0fe6f134916c24b5257c6df45a8be367e898f545a9ec8923b69dfb9bcb9,,local-authority:SWK,listed-building-outline,2023-08-15T14:14:04:16Z,,2024-07-10
c1c3e9670073cd17e5cfb0ceed4ac84d,,listed-building,https://www.camden.gov.uk/listed-buildings,431efe2f2cbc73eb181f67ce9cc27cc61f88236835eb2b3b96ee6a54ceb6458a,,local-authority:CMD,listed-building-outline,2023-09-29T12:12:40:17Z,,
4a34fff8d9102745413b3c878c754b6c,,listed-building,https://www.great-yarmouth.gov.uk/article/2454/Listed-buildings-register,d75c63b3c20b6662013b953058f7af0fa88c51d7bb4b32e6d96d2863bd8505d0,,local-authority:GRY,listed-building-outline,2023-10-09T10:10:05:48Z,,
711b7bb72713b77ba9af8ca6cc9f3d55,,listed-building,https://www.gateshead.gov.uk/article/2981/Listed-buildings,691469569faa7e60d6ecc2794bd9f491c3ae80d1af72eed3fcb4efb77cdb817d,,local-authority:GAT,listed-building-outline,2023-10-11T13:13:16:37Z,,2024-10-28
0a4bfa30e73dd7277754b186086de175,,listed-building,https://www.dover.gov.uk/Planning/Conservation/Listed-Buildings/Listed-Buildings.aspx,5bc1ac9884d11a0e747e1ba0356b6928e026966dc5b36d8b79c3641ddb9950d6,,local-authority:DOV,listed-building-outline,2023-10-13T14:14:45:35Z,,
42f701e7708e3c8c90025f789b4ccb1d,,listed-building,https://www.lbbd.gov.uk/planning-building-control-and-local-land-charges/planning-guidance-and-policies/conservation-areas,659f589ebfeda0bc11835f7b171b50608f1090d835b9c8384dcee02056f82607,,local-authority:BDG,listed-building-outline,2023-12-13,,
8096a98af17d6688035fadf495875692,,listed-building,https://open.barnet.gov.uk/dataset/2w6jz/statutory-listed-buildings,6cec4fa5b9e9340c4f594bbdbac5cd7ffaf94498583d1ce5f4ffb1f9e2849427,,local-authority:BNE,listed-building-outline,2023-12-18,2023-12-18,
999b74438ba73d0cd09154474bc953e3,,listed-building,https://www.epsom-ewell.gov.uk/residents/planning/historic-environment/statutory-listed-buildings,b64e3b0edc13c75c0a21a459c13c7c9c6eb89e0785885ca7a32a553d81c0c824,,local-authority:EPS,listed-building-outline,2023-12-18T15:15:54:23Z,,
5860cc372bc7826b4feaa8a2859539d0,,listed-building,https://tewkesbury.gov.uk/digital-planning-data/data-downloads-listed-buildings/,696ba4151c5b88c695da981274de4baa5a14f8a0a57f730f5bbfbbf1fba8d6a7,,local-authority:TEW,listed-building-outline,2024-01-16,2023-11-03,
04f32bbec52ebafeb1143e47518b8583,,listed-building,https://www.westberks.gov.uk/planning-data-listed-buildings,26018648805716d05532f00c2f8fe0d25d73a3dedf92c58e798cf851e8782466,,local-authority:WBK,listed-building,2024-01-22,2023-12-18,2024-01-23
d03c1edd4bb32b9bb214ff8fe1e6ad80,,listed-building,https://www.stalbans.gov.uk/data-downloads-lbs,4ecb586385c9fbdaec5df01e81f63ea222d2a7e79c9209d4253e7ffc6fca20f0,,local-authority:SAL,listed-building-outline,2024-02-02,2023-12-18,
04f32bbec52ebafeb1143e47518b8583,,listed-building,https://www.westberks.gov.uk/planning-data-listed-buildings,26018648805716d05532f00c2f8fe0d25d73a3dedf92c58e798cf851e8782466,,local-authority:WBK,listed-building-outline,2024-02-06,2024-01-16,
53ca71a71c40eb28298639760e79e8ea,,listed-building,https://www.northlincs.gov.uk/your-council/open-datasets/#1712128506692-36ea1d8d-a704,d19fec0b28886bf0d4cb16d2af1bb71db84bf95fda52a6369b1ee39473a8e1bd,ogl3,local-authority:NLN,listed-building-outline,2024-04-08,2024-04-04,
2c1a868ff1f26bca96a5349f60608e95,,listed-building,https://n-somerset.gov.uk/council-democracy/north-somerset-insight-data-statistics/north-somerset-planning-data,86989e02343ffef9d8b435e466deffa059597d4e9f643cacd2daf625b19d726a,ogl3,local-authority:NSM,listed-building-outline,2024-06-24,,
7e3e4a6ec39d36b1e0764de9b485f809,,listed-building,https://www.southwark.gov.uk/digital-planning-data/data-downloads-listed-buildings,0632321f15531b1b328167183e65b64bf41913025e7e11d1a3d8f877484274af,ogl3,local-authority:SWK,listed-building-outline,2024-07-10,,2024-11-15
