source,attribution,collection,documentation-url,endpoint,licence,organisation,pipelines,entry-date,start-date,end-date
1cda18d52012c93c2dba9580c2e56150,ons,local-authority-district,https://geoportal.statistics.gov.uk/datasets/local-authority-districts-december-2009-full-clipped-boundaries-in-great-britain/explore,90a69901f522c945c21dc066f7767552888443031e331738ef16f4e7494de7fc,ogl3,government-organisation:D303,local-authority-district,2021-12-11T20:20:13Z,,2024-07-16
e7be5f218c37f80caed5be1bcea8a7b7,ons,local-authority-district,https://geoportal.statistics.gov.uk/datasets/local-authority-districts-december-2011-boundaries-ew-bfc/explore,3239201775cab1f0d0d240cfd5cfe90b5ffd81d51ecce09f38da039950909fcb,ogl3,government-organisation:D303,local-authority-district,2021-12-11T20:20:19Z,,2024-07-16
622d4548fafc676bae4932b7d21f0cc5,ons,local-authority-district,https://geoportal.statistics.gov.uk/datasets/local-authority-districts-december-2015-full-clipped-boundaries-in-great-britain/explore,a863cdc4053b0e9fa7d71b52771dd55a94ee97f780efcd9040c4696b8f5635a6,ogl3,government-organisation:D303,local-authority-district,2021-12-11T20:20:23Z,,2024-07-16
8ef6b40037aa9aa4d45e1bbe23f4a11d,ons,local-authority-district,https://geoportal.statistics.gov.uk/datasets/local-authority-districts-december-2016-full-clipped-boundaries-in-the-uk/explore,e27e0067033e8b8bf15203b640842df449d2e421c638dd57827b3e487ea98774,ogl3,government-organisation:D303,local-authority-district,2021-12-11T20:20:24Z,,2024-07-16
c414271554eb1bc452154991366f8b87,ons,local-authority-district,https://geoportal.statistics.gov.uk/datasets/local-authority-districts-december-2017-boundaries-gb-bfc/explore,b155c1a21248a912395244be81b4dfb4c3ac898be6aa898a9720f1d05f0771b3,ogl3,government-organisation:D303,local-authority-district,2021-12-11T20:20:26Z,,2024-07-16
9c9446abf21a0a6fdf1dcf1d8114d110,ons,local-authority-district,https://geoportal.statistics.gov.uk/datasets/local-authority-districts-december-2018-boundaries-gb-bfc/explore,1a1fb45966731d26440c51d63c66260dea3bce90d710e7a4d60e25ed880a566c,ogl3,government-organisation:D303,local-authority-district,2021-12-11T20:20:29Z,,2024-07-16
a6b38ec066dcafcbc5f3805af1c0ba68,ons,local-authority-district,https://geoportal.statistics.gov.uk/datasets/local-authority-districts-december-2019-boundaries-uk-bfc,372060f99be12123dfc701557105d0d78110e039a3830147e6b0e40c21b814fa,ogl3,government-organisation:D303,local-authority-district,2021-01-22T00:00:00Z,,2024-07-16
20fb4b5ca433dc48225400d763c6bbb4,ons,local-authority-district,https://geoportal.statistics.gov.uk/datasets/bc2820b03de244698c0b0771ae4f345f_0/explore,a356bc4a708513f9bcc6bbdd888b643dd8f47ae2da5683a6c39d4c0ab2f22cbd,ogl3,government-organisation:D303,local-authority-district,2021-02-24T00:00:00Z,,2024-07-16
421aee391ec1a48eec7071fdf3d1a968,ons,local-authority-district,https://geoportal.statistics.gov.uk/datasets/local-authority-districts-may-2021-uk-bfc/explore,aab98deed00509e4e1b4e6bc407ab8116f9ac399b35b5c51aec4401eab8966aa,ogl3,government-organisation:D303,local-authority-district,2021-12-11T18:18:28Z,,2024-07-16
f09057ab0bc99d182e2d8b1453956074,ons,local-authority-district,https://geoportal.statistics.gov.uk/datasets/ons::local-authority-districts-may-2023-boundaries-uk-bfc/explore,2ef35572a081e84417104abe180737f5e74d7481b3650474b93536069bfdbf2d,,government-organisation:D303,local-authority-district,2023-08-02T10:10:35:37Z,,
89dd323fcb4d22fcb5f6bc14d04230b8,ons,local-authority-district,https://geoportal.statistics.gov.uk/datasets/ons::local-authority-districts-may-2024-boundaries-uk-bfc-2/about,63bbb8a8a50939a305c6f4e960c7551afc35c670dfb9335756d4fd02e1247c91,ogl3,government-organisation:D303,local-authority-district,2025-03-10,2024-05-01,2025-12-02
5e55324dfb215cf5f8137dc50f134107,ons,local-authority-district,https://geoportal.statistics.gov.uk/datasets/ons::local-authority-districts-december-2024-boundaries-uk-bfc-2/about,9d0e0d1b73f01d4681c42b33c26321689d3d4894ba91c207d7944a2094a37ddd,ogl3,government-organisation:D303,local-authority-district,2025-03-11,2024-12-01,
7f86b7f1b712951a49b472d190044361,,local-authority-district,https://github.com/digital-land/entity-end-date-data,4e130be25d222eb2eddbeda8f86bc81e1ddf60edee1ef792c96ad678454ee9c1,ogl3,government-organisation:D1342,local-authority-district,2025-08-18,2025-08-18,
