prefix,resource,endpoint,entry-number,organisation,reference,entity,entry-date,start-date,end-date
statistical-geography,,,,government-organisation:D303,E05000932,800000,,,
statistical-geography,,,,government-organisation:D303,E05000933,800001,,,
statistical-geography,,,,government-organisation:D303,E05000934,800002,,,
statistical-geography,,,,government-organisation:D303,E05000935,800003,,,
statistical-geography,,,,government-organisation:D303,E05000936,800004,,,
statistical-geography,,,,government-organisation:D303,E05000937,800005,,,
statistical-geography,,,,government-organisation:D303,E05000938,800006,,,
statistical-geography,,,,government-organisation:D303,E05000939,800007,,,
statistical-geography,,,,government-organisation:D303,E05000940,800008,,,
statistical-geography,,,,government-organisation:D303,E05000941,800009,,,
statistical-geography,,,,government-organisation:D303,E05000942,800010,,,
statistical-geography,,,,government-organisation:D303,E05000943,800011,,,
statistical-geography,,,,government-organisation:D303,E05000944,800012,,,
statistical-geography,,,,government-organisation:D303,E05000945,800013,,,
statistical-geography,,,,government-organisation:D303,E05000946,800014,,,
statistical-geography,,,,government-organisation:D303,E05000947,800015,,,
statistical-geography,,,,government-organisation:D303,E05000948,800016,,,
statistical-geography,,,,government-organisation:D303,E05000949,800017,,,
statistical-geography,,,,government-organisation:D303,E05000950,800018,,,
statistical-geography,,,,government-organisation:D303,E05000951,800019,,,
statistical-geography,,,,government-organisation:D303,E05000952,800020,,,
statistical-geography,,,,government-organisation:D303,E05000953,800021,,,
statistical-geography,,,,government-organisation:D303,E05000954,800022,,,
statistical-geography,,,,government-organisation:D303,E05000955,800023,,,
statistical-geography,,,,government-organisation:D303,E05000956,800024,,,
statistical-geography,,,,government-organisation:D303,E05000957,800025,,,
statistical-geography,,,,government-organisation:D303,E05000958,800026,,,
statistical-geography,,,,government-organisation:D303,E05000959,800027,,,
statistical-geography,,,,government-organisation:D303,E05000960,800028,,,
statistical-geography,,,,government-organisation:D303,E05000961,800029,,,
statistical-geography,,,,government-organisation:D303,E05000962,800030,,,
statistical-geography,,,,government-organisation:D303,E05000963,800031,,,
statistical-geography,,,,government-organisation:D303,E05000964,800032,,,
statistical-geography,,,,government-organisation:D303,E05000965,800033,,,
statistical-geography,,,,government-organisation:D303,E05000966,800034,,,
statistical-geography,,,,government-organisation:D303,E05000967,800035,,,
statistical-geography,,,,government-organisation:D303,E05000968,800036,,,
statistical-geography,,,,government-organisation:D303,E05000969,800037,,,
statistical-geography,,,,government-organisation:D303,E05000970,800038,,,
statistical-geography,,,,government-organisation:D303,E05000971,800039,,,
statistical-geography,,,,government-organisation:D303,E05000972,800040,,,
statistical-geography,,,,government-organisation:D303,E05000973,800041,,,
statistical-geography,,,,government-organisation:D303,E05000974,800042,,,
statistical-geography,,,,government-organisation:D303,E05000975,800043,,,
statistical-geography,,,,government-organisation:D303,E05000976,800044,,,
statistical-geography,,,,government-organisation:D303,E05000977,800045,,,
statistical-geography,,,,government-organisation:D303,E05000978,800046,,,
statistical-geography,,,,government-organisation:D303,E05000979,800047,,,
statistical-geography,,,,government-organisation:D303,E05000980,800048,,,
statistical-geography,,,,government-organisation:D303,E05000981,800049,,,
statistical-geography,,,,government-organisation:D303,E05000982,800050,,,
statistical-geography,,,,government-organisation:D303,E05000983,800051,,,
statistical-geography,,,,government-organisation:D303,E05000984,800052,,,
statistical-geography,,,,government-organisation:D303,E05000985,800053,,,
statistical-geography,,,,government-organisation:D303,E05000986,800054,,,
statistical-geography,,,,government-organisation:D303,E05000987,800055,,,
statistical-geography,,,,government-organisation:D303,E05000988,800056,,,
statistical-geography,,,,government-organisation:D303,E05000989,800057,,,
statistical-geography,,,,government-organisation:D303,E05000990,800058,,,
statistical-geography,,,,government-organisation:D303,E05000991,800059,,,
statistical-geography,,,,government-organisation:D303,E05000992,800060,,,
statistical-geography,,,,government-organisation:D303,E05000993,800061,,,
statistical-geography,,,,government-organisation:D303,E05000994,800062,,,
statistical-geography,,,,government-organisation:D303,E05000995,800063,,,
statistical-geography,,,,government-organisation:D303,E05000996,800064,,,
statistical-geography,,,,government-organisation:D303,E05001067,800065,,,
statistical-geography,,,,government-organisation:D303,E05001068,800066,,,
statistical-geography,,,,government-organisation:D303,E05001069,800067,,,
statistical-geography,,,,government-organisation:D303,E05001071,800068,,,
statistical-geography,,,,government-organisation:D303,E05001072,800069,,,
statistical-geography,,,,government-organisation:D303,E05001073,800070,,,
statistical-geography,,,,government-organisation:D303,E05001074,800071,,,
statistical-geography,,,,government-organisation:D303,E05001075,800072,,,
statistical-geography,,,,government-organisation:D303,E05001076,800073,,,
statistical-geography,,,,government-organisation:D303,E05001077,800074,,,
statistical-geography,,,,government-organisation:D303,E05001078,800075,,,
statistical-geography,,,,government-organisation:D303,E05001079,800076,,,
statistical-geography,,,,government-organisation:D303,E05001080,800077,,,
statistical-geography,,,,government-organisation:D303,E05001081,800078,,,
statistical-geography,,,,government-organisation:D303,E05001082,800079,,,
statistical-geography,,,,government-organisation:D303,E05001083,800080,,,
statistical-geography,,,,government-organisation:D303,E05001084,800081,,,
statistical-geography,,,,government-organisation:D303,E05001085,800082,,,
statistical-geography,,,,government-organisation:D303,E05001086,800083,,,
statistical-geography,,,,government-organisation:D303,E05001087,800084,,,
statistical-geography,,,,government-organisation:D303,E05001088,800085,,,
statistical-geography,,,,government-organisation:D303,E05001135,800086,,,
statistical-geography,,,,government-organisation:D303,E05001136,800087,,,
statistical-geography,,,,government-organisation:D303,E05001137,800088,,,
statistical-geography,,,,government-organisation:D303,E05001138,800089,,,
statistical-geography,,,,government-organisation:D303,E05001139,800090,,,
statistical-geography,,,,government-organisation:D303,E05001140,800091,,,
statistical-geography,,,,government-organisation:D303,E05001141,800092,,,
statistical-geography,,,,government-organisation:D303,E05001142,800093,,,
statistical-geography,,,,government-organisation:D303,E05001143,800094,,,
statistical-geography,,,,government-organisation:D303,E05001144,800095,,,
statistical-geography,,,,government-organisation:D303,E05001145,800096,,,
statistical-geography,,,,government-organisation:D303,E05001146,800097,,,
statistical-geography,,,,government-organisation:D303,E05001147,800098,,,
statistical-geography,,,,government-organisation:D303,E05001148,800099,,,
statistical-geography,,,,government-organisation:D303,E05001149,800100,,,
statistical-geography,,,,government-organisation:D303,E05001150,800101,,,
statistical-geography,,,,government-organisation:D303,E05001151,800102,,,
statistical-geography,,,,government-organisation:D303,E05001152,800103,,,
statistical-geography,,,,government-organisation:D303,E05001153,800104,,,
statistical-geography,,,,government-organisation:D303,E05001154,800105,,,
statistical-geography,,,,government-organisation:D303,E05001155,800106,,,
statistical-geography,,,,government-organisation:D303,E05001156,800107,,,
statistical-geography,,,,government-organisation:D303,E05001157,800108,,,
statistical-geography,,,,government-organisation:D303,E05001158,800109,,,
statistical-geography,,,,government-organisation:D303,E05001159,800110,,,
statistical-geography,,,,government-organisation:D303,E05001160,800111,,,
statistical-geography,,,,government-organisation:D303,E05001161,800112,,,
statistical-geography,,,,government-organisation:D303,E05001162,800113,,,
statistical-geography,,,,government-organisation:D303,E05001163,800114,,,
statistical-geography,,,,government-organisation:D303,E05001164,800115,,,
statistical-geography,,,,government-organisation:D303,E05001165,800116,,,
statistical-geography,,,,government-organisation:D303,E05001166,800117,,,
statistical-geography,,,,government-organisation:D303,E05001167,800118,,,
statistical-geography,,,,government-organisation:D303,E05001168,800119,,,
statistical-geography,,,,government-organisation:D303,E05001169,800120,,,
statistical-geography,,,,government-organisation:D303,E05001170,800121,,,
statistical-geography,,,,government-organisation:D303,E05001171,800122,,,
statistical-geography,,,,government-organisation:D303,E05001172,800123,,,
statistical-geography,,,,government-organisation:D303,E05001173,800124,,,
statistical-geography,,,,government-organisation:D303,E05001174,800125,,,
statistical-geography,,,,government-organisation:D303,E05001175,800126,,,
statistical-geography,,,,government-organisation:D303,E05001176,800127,,,
statistical-geography,,,,government-organisation:D303,E05001177,800128,,,
statistical-geography,,,,government-organisation:D303,E05001218,800129,,,
statistical-geography,,,,government-organisation:D303,E05001219,800130,,,
statistical-geography,,,,government-organisation:D303,E05001220,800131,,,
statistical-geography,,,,government-organisation:D303,E05001221,800132,,,
statistical-geography,,,,government-organisation:D303,E05001222,800133,,,
statistical-geography,,,,government-organisation:D303,E05001223,800134,,,
statistical-geography,,,,government-organisation:D303,E05001224,800135,,,
statistical-geography,,,,government-organisation:D303,E05001225,800136,,,
statistical-geography,,,,government-organisation:D303,E05001226,800137,,,
statistical-geography,,,,government-organisation:D303,E05001227,800138,,,
statistical-geography,,,,government-organisation:D303,E05001228,800139,,,
statistical-geography,,,,government-organisation:D303,E05001229,800140,,,
statistical-geography,,,,government-organisation:D303,E05001230,800141,,,
statistical-geography,,,,government-organisation:D303,E05001231,800142,,,
statistical-geography,,,,government-organisation:D303,E05001232,800143,,,
statistical-geography,,,,government-organisation:D303,E05001233,800144,,,
statistical-geography,,,,government-organisation:D303,E05001234,800145,,,
statistical-geography,,,,government-organisation:D303,E05001235,800146,,,
statistical-geography,,,,government-organisation:D303,E05001260,800147,,,
statistical-geography,,,,government-organisation:D303,E05001261,800148,,,
statistical-geography,,,,government-organisation:D303,E05001262,800149,,,
statistical-geography,,,,government-organisation:D303,E05001263,800150,,,
statistical-geography,,,,government-organisation:D303,E05001264,800151,,,
statistical-geography,,,,government-organisation:D303,E05001265,800152,,,
statistical-geography,,,,government-organisation:D303,E05001266,800153,,,
statistical-geography,,,,government-organisation:D303,E05001267,800154,,,
statistical-geography,,,,government-organisation:D303,E05001268,800155,,,
statistical-geography,,,,government-organisation:D303,E05001269,800156,,,
statistical-geography,,,,government-organisation:D303,E05001270,800157,,,
statistical-geography,,,,government-organisation:D303,E05001271,800158,,,
statistical-geography,,,,government-organisation:D303,E05001272,800159,,,
statistical-geography,,,,government-organisation:D303,E05001273,800160,,,
statistical-geography,,,,government-organisation:D303,E05001274,800161,,,
statistical-geography,,,,government-organisation:D303,E05001275,800162,,,
statistical-geography,,,,government-organisation:D303,E05001276,800163,,,
statistical-geography,,,,government-organisation:D303,E05001277,800164,,,
statistical-geography,,,,government-organisation:D303,E05001278,800165,,,
statistical-geography,,,,government-organisation:D303,E05001279,800166,,,
statistical-geography,,,,government-organisation:D303,E05001280,800167,,,
statistical-geography,,,,government-organisation:D303,E05001281,800168,,,
statistical-geography,,,,government-organisation:D303,E05001282,800169,,,
statistical-geography,,,,government-organisation:D303,E05001283,800170,,,
statistical-geography,,,,government-organisation:D303,E05001284,800171,,,
statistical-geography,,,,government-organisation:D303,E05001285,800172,,,
statistical-geography,,,,government-organisation:D303,E05001286,800173,,,
statistical-geography,,,,government-organisation:D303,E05001287,800174,,,
statistical-geography,,,,government-organisation:D303,E05001288,800175,,,
statistical-geography,,,,government-organisation:D303,E05001289,800176,,,
statistical-geography,,,,government-organisation:D303,E05001290,800177,,,
statistical-geography,,,,government-organisation:D303,E05001291,800178,,,
statistical-geography,,,,government-organisation:D303,E05001292,800179,,,
statistical-geography,,,,government-organisation:D303,E05001293,800180,,,
statistical-geography,,,,government-organisation:D303,E05001294,800181,,,
statistical-geography,,,,government-organisation:D303,E05001295,800182,,,
statistical-geography,,,,government-organisation:D303,E05001296,800183,,,
statistical-geography,,,,government-organisation:D303,E05001297,800184,,,
statistical-geography,,,,government-organisation:D303,E05001298,800185,,,
statistical-geography,,,,government-organisation:D303,E05001299,800186,,,
statistical-geography,,,,government-organisation:D303,E05001300,800187,,,
statistical-geography,,,,government-organisation:D303,E05001301,800188,,,
statistical-geography,,,,government-organisation:D303,E05001302,800189,,,
statistical-geography,,,,government-organisation:D303,E05001303,800190,,,
statistical-geography,,,,government-organisation:D303,E05001304,800191,,,
statistical-geography,,,,government-organisation:D303,E05001305,800192,,,
statistical-geography,,,,government-organisation:D303,E05001306,800193,,,
statistical-geography,,,,government-organisation:D303,E05001307,800194,,,
statistical-geography,,,,government-organisation:D303,E05001308,800195,,,
statistical-geography,,,,government-organisation:D303,E05001309,800196,,,
statistical-geography,,,,government-organisation:D303,E05001310,800197,,,
statistical-geography,,,,government-organisation:D303,E05001311,800198,,,
statistical-geography,,,,government-organisation:D303,E05001312,800199,,,
statistical-geography,,,,government-organisation:D303,E05001313,800200,,,
statistical-geography,,,,government-organisation:D303,E05001314,800201,,,
statistical-geography,,,,government-organisation:D303,E05001315,800202,,,
statistical-geography,,,,government-organisation:D303,E05001316,800203,,,
statistical-geography,,,,government-organisation:D303,E05001317,800204,,,
statistical-geography,,,,government-organisation:D303,E05001318,800205,,,
statistical-geography,,,,government-organisation:D303,E05001319,800206,,,
statistical-geography,,,,government-organisation:D303,E05001320,800207,,,
statistical-geography,,,,government-organisation:D303,E05001341,800208,,,
statistical-geography,,,,government-organisation:D303,E05001342,800209,,,
statistical-geography,,,,government-organisation:D303,E05001343,800210,,,
statistical-geography,,,,government-organisation:D303,E05001344,800211,,,
statistical-geography,,,,government-organisation:D303,E05001345,800212,,,
statistical-geography,,,,government-organisation:D303,E05001346,800213,,,
